Name,Category,List-Price,Price,Total Review,Rating Average,Discount,Discount Rate 
1kg Khô gà lá chanh thượng hạng hiệu TETE,Thực phẩm,250000,108000,1067,4.5,142000,57
Cơm Cháy Lắc Khô Gà Lá Chanh TeTe 500 gram,Thực phẩm,150000,45000,1252,4.5,105000,70
Ngũ cốc hoa quả Calbee Furugura Nhật Bản gói 800g,Thực phẩm,245000,173000,120,4.6,72000,29
Nước mắm Lê Gia - Cho bé ăn dặm 60ml,Thực phẩm,29000,28000,29,4.5,1000,3
"Yến Mạch Quaker Oats Old Fashion 4,52kg (Dạng Hạt cán Mỏng)",Thực phẩm,235000,161000,314,4.7,74000,31
Yến Mạch Quaker Oats Quick - 1 Minute 4.52kg ( Dạng Hạt Cán Vỡ nk my  ),Thực phẩm,300000,161000,168,4.7,139000,46
Hạt Chia Seeds Tím Absotute Organic Úc túi 1kg,Thực phẩm,150000,79000,337,4.7,71000,47
Mật Hoa Dừa Nguyên Chất 250Gr  - Sokfarm,Thực phẩm,150000,126000,11,4.5,24000,16
Thùng 24 Gói Miến Gói Phú Hương Hương Vị Sườn Heo Acecook,Thực phẩm,242000,208000,18,4.7,34000,14
Gạo Thơm ST25 Túi 5Kg - Đạt Giải Gạo Ngon Nhất Thế Giới Năm 2019 tại Manila -  Đặc Sản Sóc Trăng,Thực phẩm,195000,195000,546,4.7,0,0
"Hạt Chia Hữu Cơ DK Harvest - Hạt chia Organic có độ tinh khiết cao nhất, Highest Purity - 300g, 500g, 1000g",Thực phẩm,105000,69000,642,4.7,36000,34
Hạt Hạnh Nhân Sống DK Harvest Dùng làm Sữa Hạt,Thực phẩm,440000,356000,128,4.8,84000,19
1kg Bột Baking Soda Đa Công Dụng Arm & Hammer TETE,Thực phẩm,150000,42000,317,4.6,108000,72
Bột Baking Soda Đa Công Dụng  Arm & Hammer (454G),Thực phẩm,51000,31000,455,4.6,20000,39
"Yến Mạch Cán Mỏng DK Harvest - Túi 250g, 500g, 1kg, 4.5kg",Thực phẩm,35000,26000,270,4.7,9000,26
Hạt lanh nâu hữu cơ - Davert,Thực phẩm,98000,82000,0,0,16000,16
Thùng Mì Gói Hảo Hảo Hương Vị Tôm Chua Cay (30 Gói/Thùng),Thực phẩm,121000,107000,58,4.8,14000,12
Thùng mì 3 miền tôm chua cay gói 65g,Thực phẩm,110000,100000,15,4.8,10000,9
1 Kí Khô gà lá chanh loại ngon ( Giòn ngon - Đậm vị ) thương hiệu Nàng Khô,Thực phẩm,250000,109000,286,4.6,141000,56
Nui Lasicilia gói 500gr – Lasicilia Penne Rigate,Thực phẩm,60000,49000,3,4.7,11000,18
Ngũ Cốc Calbee Nhật Bản,Thực phẩm,227500,166666,17,4.5,60834,27
Bột ngũ cốc Damtuh Hàn Quốc 900g hộp 50 gói-PP,Thực phẩm,310000,272000,351,4.7,38000,12
Yến Mạch Tươi Canada Nguyên Chất túi 1kg ( Nguyên Hạt ),Thực phẩm,75000,35000,90,4.7,40000,53
1Kg Hạnh Nhân Rang Bơ Nhập Khẩu Cao Cấp Thương Hiệu SK FOOD,Thực phẩm,350000,175000,30,4.5,175000,50
Ngũ cốc Calbee vị Trái cây gói đỏ 800gr (Trái cây & các loại Hạt),Thực phẩm,245000,168900,9,3.9,76100,31
Nước Yến Sào win'sNest Kids (6 Lọ x 70 ml / Lốc),Thực phẩm,269000,123000,493,4.6,146000,54
Táo Đỏ Tân Cương Dried Jujube DK Harvest,Thực phẩm,99000,75000,388,4.7,24000,24
"Nhân Óc Chó Đỏ DK HARVEST - Là loại hạt siêu dinh dưỡng, Có Omega 7,Giá trị dinh dưỡng cao gấp 3,3 lần so với loại óc chó thường",Thực phẩm,169000,139000,93,4.6,30000,18
"Hạt Hạnh Nhân Rang Mộc DK HARVEST Nhập Khẩu - Hàng loại 1 nguyên vị và không thêm phụ gia - 250g, 500g",Thực phẩm,119000,110000,340,4.7,9000,8
"Hạt Hạnh Nhân Sống DK Harvest  Nhập Khẩu - Túi 500g, 1000g",Thực phẩm,299000,185000,80,4.8,114000,38
COMBO SIÊU TIẾT KIỆM - 1 Hũ Hạt Hạnh Nhân DK Harvest 250g + 1 Hũ Hạt Óc Chó DK Harvest 200g,Thực phẩm,279000,185000,480,4.7,94000,34
"Hạt Dẻ Cười DK HARVEST Nhập Khẩu USA, Giàu chất chống oxy hóa - 250g, 450g",Thực phẩm,180000,170000,70,4.8,10000,6
Combo 2 gói Ngũ cốc hoa quả Calbee Furugura Nhật Bản (gói 800g x 2),Thực phẩm,441900,329000,4,5,112900,26
Kem Đặc Có Đường Dutch Lady Cô Gái Hà Lan Túi Thông Minh (560G),Thực phẩm,32000,32000,267,4.7,0,0
Hạt Bí Xanh DK Harvest (đã tách vỏ),Thực phẩm,99000,65000,707,4.7,34000,34
HẠT LANH NÂU NUNUTS HŨ 500G- HẠT SỐNG,Thực phẩm,170000,95000,1,5,75000,44
Nước Yến Sào win'sNest Nhân Sâm (6 Lọ x 70 ml / Hộp) thích hợp cho người lớn và người bệnh trong quá trình hồi phục sức khỏe ,Thực phẩm,279000,136000,452,4.6,143000,51
Câu Kỷ Tử DK Harvest (Nhập Khẩu USA),Thực phẩm,129000,84000,259,4.6,45000,35
Kem Sữa Đặc Ngôi Sao Phương Nam Vinamilk - Hộp Giấy 1284G Xanh Biển,Thực phẩm,55000,53000,36,5,2000,4
Trạng Gạo Nhất Vị Lúa Mùa- Gạo Đặc Sản- Giống Lúa Dài Ngày (Thơm- Dẻo- Đậm Đà- Dễ Nấu),Thực phẩm,160000,158000,8,4.6,2000,1
Combo 2 hộp baking soda đa công dụng nhập khẩu Mỹ,Thực phẩm,115000,89000,1,5,26000,23
Khô Gà Lá Chanh Cay TeTe 500gram,Thực phẩm,199000,68000,635,4.3,131000,66
Ngũ Cốc Trái Cây Calbee Ít Đường Nhật Bản 600g,Thực phẩm,305000,199000,20,4.5,106000,35
Gạo Ngọc Sen Lotus Rice 5kg - Cơm mềm dẻo ít - Chuẩn xuất khẩu,Thực phẩm,108900,99000,35,4.7,9900,9
Hạt Chia Seeds đen Úc túi 500G,Thực phẩm,130000,58000,26,4.7,72000,55
"Hạt Mix 8 loại hạt nhập khẩu DK HARVEST - Nhân hạt óc chó vàng, Nhân hạt óc chó đỏ, Hạnh nhân, Macca, Hạt điều, Hạt bí xanh tách vỏ, Hướng dương, Hạt dẻ cười.",Thực phẩm,320000,189000,399,4.5,131000,41
Thùng 24 Gói Miến Gói Phú Hương Hương Vị Thịt Bằm Acecook,Thực phẩm,242000,201600,0,0,40400,17
Gạo lứt ăn kiêng GUfoods (1kg) - Hỗ trợ Giảm cân - Thực dưỡng - Eat clean (có 2 lựa chọn: Lứt đỏ + Lứt tím than),Thực phẩm,95000,39900,25,4.8,55100,58
"Nhân Hạt Óc Chó DK Harvest - Nhập khẩu USA/Chile - 100g, 200g, 400g",Thực phẩm,145000,103000,372,4.5,42000,29
Nho Khô Mỹ Không Hạt Sunview Raisins 425g (Nho Thập Cẩm),Thực phẩm,180000,99000,243,4.7,81000,45
Thùng 6 hộp  Miến Chua Cay Trùng Khánh - chính hãng JUNJIE,Thực phẩm,140000,88000,191,4.1,52000,37
"Hạt óc chó còn vỏ ( đỏ) Mỹ, tặng kèm khạy tách vỏ trong túi, sản phẩm của Nunuts.",Thực phẩm,125000,90000,6,5,35000,28
1kg Khô gà lá chanh thượng hạng cao cấp,Thực phẩm,250000,117000,1029,4.5,133000,53
1Kg Khô Gà Lá Chanh Loại Ngon Thương Hiệu SK FOOD,Thực phẩm,250000,112000,97,4.5,138000,55
Mì Goreng Vị Đặc Biệt Indomie (85G X 40 Gói/Thùng),Thực phẩm,195000,189000,37,5,6000,3
MIX 5 HẠT DINH DƯỠNG NUNUTS  CÒN VỎ ( 1 HỘP 500G) MÃ HÀNG NN5,Thực phẩm,270000,150000,2,4.5,120000,44
HẠT MẮC CA ÚC ĐÃ TÁCH VỎ HŨ 500G ( NHÂN MACCA ÚC),Thực phẩm,450000,399000,67,4.7,51000,11
Ngũ cốc Calbee Furugura Carbohydrate 25% Off 600g - Nhập khẩu Nhật Bản,Thực phẩm,250000,169500,12,4.8,80500,32
Thùng Mì Ly Modern Hương Vị Lẩu Thái Tôm (24 Ly x 67g),Thực phẩm,166000,157000,25,5,9000,5
Hạt Hạnh Nhân Sống DK Harvest Dùng làm Sữa Hạt,Thực phẩm,440000,356000,128,4.8,84000,19
Thùng 24 Gói Snack Mì Nà Ní 2 hương vị (52g),Thực phẩm,135000,125000,16,4.6,10000,7
1Kg Cơm Cháy Lắc Khô Gà Giòn Ngon Hiệu SK FOOD,Thực phẩm,150000,85000,96,4.3,65000,43
Bộ 2 hộp Bột Baking Soda Đa Công Dụng 454g - Arm & Hammer,Thực phẩm,80000,49900,223,4.7,30100,38
Hạt Điều Rang Không Muối Lafooco 450g,Thực phẩm,200000,180000,0,0,20000,10
"Nước Yến Sào win'sNest Đường Phèn ( 6 Lọ * 70 ml / Hộp) giúp bồi bổ sức khỏe tăng cường sức đề kháng, thích hợp cho mọi đối tượng và trẻ em từ 1 tuổi trở lên",Thực phẩm,269000,133000,302,4.7,136000,51
Hạt Đậu Gà Chickpeas DK HARVEST nhập khẩu Nam Mỹ/ Ấn Độ 700g,Thực phẩm,130000,71000,319,4.7,59000,45
Lương Khô BB702 - Công Ty Cổ Phần 22 (700g),Thực phẩm,70000,70000,197,4.5,0,0
Nui nơ Farfalle Pasta La Sicilia gói 500gr ,Thực phẩm,60000,55000,1,5,5000,8
"Bún gạo lứt ăn kiêng GUfoods - Giảm cân, Thực dưỡng, Eat clean",Thực phẩm,35000,19900,35,4.8,15100,43
"TÁO ĐỎ HÀN QUỐC 1Kg, cao cấp, bổ dưỡng, tặng túi đựng hộp quà",Thực phẩm,210000,139000,25,4.5,71000,34
"Hạt Nêm Knorr Từ Thịt Thăn, Xương Ống Và Tủy Bổ Sung Vitamin A (900g) - 32010220",Thực phẩm,74000,61000,28,4.7,13000,18
Đậu gà hữu cơ 500g - Reformhaus,Thực phẩm,195000,99000,13,4.8,96000,49
Combo 2 Gói Yến mạch Hafer Flocken (500g x 2 gói) - Deutschland (Dạng hạt cán vỡ),Thực phẩm,182000,73000,58,4.8,109000,60
Mì 3 miền gold tôm chua cay đặc biệt 75g x 30 gói,Thực phẩm,140000,100000,36,5,40000,29
Thùng Mì Gói Hảo Hảo Tôm Xào Chua Ngọt (30 Gói/Thùng),Thực phẩm,125000,108000,23,5,17000,14
"Hạt Dẻ Cười DK HARVEST Nhập Khẩu USA, Giàu chất chống oxy hóa - 250g, 450g",Thực phẩm,180000,170000,70,4.8,10000,6
Chà Là Nguyên Cành DK Harvest Nhập khẩu Tunisia,Thực phẩm,199000,166000,180,4.7,33000,17
Gạo Hạt Ngọc Trời Thiên Long Túi 5Kg - Gạo thơm đặc sản,Thực phẩm,125000,99000,41,5,26000,21
Hạt điều rang muối nhân trắng bể nửa sviet 500g,Thực phẩm,136000,76000,216,4.5,60000,44
Nhân Hạt Óc Chó Sống DK Harvest Dùng làm Sữa 1000g,Thực phẩm,725000,369000,91,4.7,356000,49
"Hạt Macca Úc nứt vỏ Smile Nuts (215g - 500g) | 100% nhập khẩu từ Úc, giòn béo, thơm ngon",Thực phẩm,119000,80000,94,4.7,39000,33
Sữa đặc có đường Brothers 390gr,Thực phẩm,17000,17000,38,5,0,0
Gạo lứt đen hữu cơ cao cấp/ECOBA Huyền Mễ 1kg - Thơm ngon dẻo ngọt - Thanh lọc cơ thể,Thực phẩm,107100,99000,137,4.7,8100,8
Bột làm kem Vani (Vani Ice Cream Powder) La Sicilia (Ý) - 1.5 kg,Thực phẩm,610000,580000,1,5,30000,5
Yến mạch Quaker Oats nguyên chất 100% nhập khẩu từ Mỹ - Chính Hãng,Thực phẩm,289000,161000,61,4.8,128000,44
Lốc 5 Gói Mì Khô Gà Cay Samyang (140G / Gói),Thực phẩm,160000,140900,2,4.5,19100,12
Gạo lứt ăn kiêng GUfoods (1kg) - Hỗ trợ Giảm cân - Thực dưỡng - Eat clean (có 2 lựa chọn: Lứt đỏ + Lứt tím than),Thực phẩm,95000,33000,25,4.8,62000,65
"Nhân Hạt Óc Chó DK Harvest - Nhập khẩu USA/Chile - 100g, 200g, 400g",Thực phẩm,275000,199000,372,4.5,76000,28
Gạo lứt đỏ hữu cơ cao cấp - ECOBA Huyết Rồng 1kg - Cơm mềm dễ ăn - Gạo lứt ăn kiêng,Thực phẩm,107100,95000,119,4.5,12100,11
1Kg Nhân Hạt Bí Xanh Nhập Khẩu Cao Cấp Thương Hiệu SK FOOD ,Thực phẩm,250000,135000,29,4.7,115000,46
Túi 16 Gói Bột Ngũ Cốc Nestle Nesvita Ít Đường (25g),Thực phẩm,66000,64000,156,4.8,2000,3
HẠT MẮC CA ÚC ĐÃ TÁCH VỎ HŨ 500G ( NHÂN MACCA ÚC),Thực phẩm,450000,399000,67,4.7,51000,11
Thùng 24 Gói Miến Phú Hương Hương Vị Lẩu Thái Tôm Acecook,Thực phẩm,242000,208000,7,5,34000,14
500 gram Hạt Hạnh Nhân TETE - Đã Rang,Thực phẩm,199000,125000,79,4.6,74000,37
HẠT HẠNH NHÂN RANG MỘC NUNUTS (1 HŨ 500G ),Thực phẩm,250000,189000,49,4.7,61000,24
MIX 5 HẠT DINH DƯỠNG NUNUTS MÃ NN3 HŨ 500G,Thực phẩm,300000,250000,45,4.7,50000,17
"Gạo Lứt Đỏ Túi 1Kg - Gạo Ngọc Đỏ Ông Thọ - Gạo lứt tốt cho sức khỏe, ăn kiêng, tiều đường, giảm cân, cao huyết áp",Thực phẩm,58000,38000,87,4.6,20000,34
Combo Bánh gạo Hàn Quốc 500g kèm sốt nấu Tokbokki 150g,Thực phẩm,100000,80000,49,4.7,20000,20
Túi Hạt Chia Đen Hữu Cơ Mỹ REAL FOOD STORE (1kg),Thực phẩm,201000,119000,250,4.7,82000,41
Sốt nấm cục – Truffle Sauce La Sicilia (Italia) hũ 500g,Thực phẩm,520000,510000,0,0,10000,2
Bánh Gạo Tteokbokki Kèm Chả Cá Hàn Quốc Fish Cake Cực Ngon 4 vị (143g),Thực phẩm,55000,54444,14,4.1,556,1
BẮP HẠT NỔ POPCORN 400G,Thực phẩm,60000,29000,178,4.5,31000,52
"Nho Khô 3 Màu DK Harvest nhập khẩu Chile  - Thơm ngon, vị ngọt tự nhiên",Thực phẩm,69000,49000,270,4.6,20000,29
1KG HẠT ĐIỀU NGUYÊN RANG TỎI ỚT LOẠI CAO CẤP THƯƠNG HIỆU SK FOOD,Thực phẩm,150000,75000,47,3.9,75000,50
Sữa Đặc Chế Brothers Trung Nguyên - Dành cho Pha Cà Phê( Lon 390gam),Thực phẩm,25000,18000,1,1,7000,28
Kem Sữa Đặc Đặc Ngôi Sao Phương Nam Xanh Lá - Hộp Giấy 380G,Thực phẩm,18000,17000,72,4.8,1000,6
Thùng 10 Gói Miến Phú Hương Yến Tiệc,Thực phẩm,329000,281000,6,5,48000,15
(1KG) Hạt Điều Rang Muối Sạch Vỏ Chất Lượng Hiệu SK FOOD,Thực phẩm,250000,129000,21,4,121000,48
Cơm cháy khô gà loại 1 ( Giòn ngon - đậm vị ) thương hiệu Nàng Khô - 1 Kí ( 2 Hũ 530 gram ),Thực phẩm,300000,95000,112,4.8,205000,68
HẠT HẠNH NHÂN NGUYÊN VỊ 500G - ĐÃ RANG,Thực phẩm,320000,140000,340,4.6,180000,56
"500G MIX 3 HẠT DINH DƯỠNG ĐÃ TÁCH VỎ (MACCA, ÓC CHÓ, HẠNH NHÂN) ĂN LIỀN",Thực phẩm,350000,185000,72,4.7,165000,47
Túi Hạt Bắp Nổ BARN làm bỏng ngô REAL FOOD STORE ( Nhiều lựa chọn),Thực phẩm,46000,38000,45,4.5,8000,17
Hạt lanh nâu DK HARVEST (nhập khẩu Canada) - 500g,Thực phẩm,200000,75000,142,4.7,125000,63
Lương Khô Bay - Công Ty Cổ Phần 22 (1000g),Thực phẩm,105000,105000,193,4.5,0,0
Lá Rong Biển Khô Daesang 200g Dùng Nấu Canh Rong Biển - Nhập Khẩu Hàn Quốc,Thực phẩm,207100,135000,32,4.8,72100,35
Nước Yến Sào win'sNest Kids (70ml),Thực phẩm,45000,20000,78,4.7,25000,56
Ngũ cốc hoa quả Calbee Furugura Nhật Bản - Nhập khẩu chính hãng,Thực phẩm,350000,167900,9,4.3,182100,52
Hạt Điểu Rang Tỏi Ớt Giòn Ngon Hiệu SK FOOD - Hũ 250G,Thực phẩm,59000,29000,16,4.8,30000,51
"Gạo Lứt Tím Than Túi 1Kg - Gạo Ông Thọ - Thơm mềm dẻo, tốt cho sức khỏe",Thực phẩm,58000,38000,99,4.6,20000,34
Túi Yến Mạch Canada 100G - Thương hiệu Real Food Store,Thực phẩm,15000,7000,48,4.8,8000,53
Hạt Đậu Gà Chickpeas DK HARVEST nhập khẩu Nam Mỹ/ Ấn Độ 700g,Thực phẩm,130000,71000,319,4.7,59000,45
Gạo Quê Dẻo Vừa Đỗ Quyên (5kg),Thực phẩm,90000,89000,96,4.5,1000,1
Thùng 40 Gói Mì Xào Khô Indomie goreng - mix vị,Thực phẩm,210000,192000,89,4.3,18000,9
"Hạt Nêm Knorr Từ Thịt Thăn, Xương Ống Và Tủy Bổ Sung Vitamin A (1200g) - 32010222",Thực phẩm,94000,78000,194,4.8,16000,17
"500gr MIx 8 Loại Hạt (hạnh nhân, óc chó vàng, óc chó đỏ, nho khô đen, nho khô vàng, macca, nam việt quất, bí xanh)",Thực phẩm,300000,150000,125,4.3,150000,50
1KG HẠT ĐIỀU VỎ LỤA RANG MUỐI XẾP HOA CAO CẤP THƯƠNG HIỆU SK FOOD,Thực phẩm,350000,175000,63,4.6,175000,50
Thùng Mì Gói Đệ Nhất Hương Vị Thịt Bằm,Thực phẩm,201000,175000,16,4.8,26000,13
Gạo lứt nâu hữu cơ cao cấp/ECOBA Kim Mễ 1kg - Gạo lứt giảm cân - Cơm ngon mềm dẻo,Thực phẩm,100800,90000,46,4.7,10800,11
1Kg Cơm Cháy Lắc Khô Gà Giòn Ngon Chất Lượng,Thực phẩm,150000,85000,149,4.6,65000,43
Yến Mạch Ăn Kiêng TETE 500 gram,Thực phẩm,159000,47000,122,4.6,112000,70
Túi Hạt Chia Tím Organic Úc (1kg),Thực phẩm,398000,223000,47,4.6,175000,44
Khô heo cháy tỏi đặc biệt ( Thơm ngon - đậm vị ) thương hiệu Nàng Khô - 500 Gram,Thực phẩm,150000,80000,68,4.2,70000,47
Ngũ Cốc Trái Cây Calbee Nhật Bản 700g,Thực phẩm,299000,212000,81,4.7,87000,29
500gr táo đỏ khô cao cấp,Thực phẩm,165000,69000,145,4.3,96000,58
(1KG) Hạt Điều Rang Muối Sạch Vỏ Chất Lượng Hiệu SK FOOD,Thực phẩm,250000,129000,21,4,121000,48
Cơm cháy mắm ớt mỡ hành giòn ngon - Bịch 3 Miếng,Thực phẩm,45500,25000,11,3.8,20500,45
Vải Sấy Khô Vinafruits (500g),Thực phẩm,100000,49999,368,4.5,50001,50
Thùng Mì 30 Gói Hảo 100 Hương Vị Tôm Chua Cay ,Thực phẩm,99000,87000,16,4.8,12000,12
Hạt Mix 3 Loại hạt nhập khẩu (Óc chó - Hạt Macca - Hạnh Nhân) DK Harvest,Thực phẩm,230000,179000,185,4.5,51000,22
"Nhân Hạt Điều Sống Nguyên Hạt Dùng Làm Sữa Hạt DK Harvest - Túi 500g, 1000g",Thực phẩm,299000,189000,60,4.8,110000,37
Rong Biển Sấy Chú Tiểu (50g),Thực phẩm,28000,24000,299,4.3,4000,14
Gạo sạch GUfoods (dẻo - mềm - thơm) (1kg),Thực phẩm,28000,19900,239,4.5,8100,29
"Nhân Hạt Bí Xanh Smile Nuts (265g - 500g) | Nhân bí xanh đã nướng nguyên vị, hàng nhập khẩu 100%",Thực phẩm,95000,64000,69,4.7,31000,33
Bột CaCao TeTe Giúp Giảm Cân 500gram,Thực phẩm,150000,47000,322,4.5,103000,69
Hạt Bí Xanh Đã Tách Võ (Đã Rang) TETE 500 gram,Thực phẩm,149000,76000,97,4.6,73000,49
Muối chấm Hảo hảo tôm chua cay 50 gói x 10g,Thực phẩm,95000,75000,6,4.7,20000,21
Lẩu tự sôi ( lẩu ăn liền ) - Lẩu bò tê cay - chính hãng 7 Leaves,Thực phẩm,110000,110000,78,3.6,0,0
1KG KHÔ GÀ BƠ TỎI ĐẶC BIỆT THƯƠNG HIỆU SK FOOD,Thực phẩm,250000,115000,43,4.6,135000,54
Heyday Bột Cacao Nguyên Chất Không Đường Việt Nam - Dòng Origin - Chứng Nhận UTZ - Hỗ Trợ Giảm Cân - Túi Giấy 250g,Thực phẩm,97000,97000,210,4.6,0,0
"Hạt Bí Xanh (Đã Tách Vỏ) Nhập Khẩu – DK Harvest - 100% nguyên chất và không ướp muối - 250g, 500g",Thực phẩm,99000,79000,168,4.7,20000,20
1 Hộp miến chua cay - chính hãng JUNJIE,Thực phẩm,22000,17000,21,4,5000,23
Thùng 40 Gói Mì Xào Khô Indomie Vị đặc biệt - Mi Goreng Fried Noodle (85g x 40),Thực phẩm,200000,189000,55,4.8,11000,6
Yến Mạch CANADA thùng 4.52kg ( nguyên hạt cán mỏng ),Thực phẩm,220000,145000,107,4.5,75000,34
Trân châu đường đen 300g (10*30g),Thực phẩm,27000,27000,10,4.7,0,0
Bánh Ăn Sáng Nestle KoKo Krunch (170g),Thực phẩm,52000,50000,72,4.7,2000,4
500GR Yến mạch tươi nguyên chất Hafer Flocken - Nhập Khẩu Từ Đức,Thực phẩm,100000,29000,23,4.8,71000,71
COMBO 2 HŨ KHÔ GÀ XÉ LÁ CHANH (GÀ CHÀ BÔNG CAY) TÂN LỘC PHÁT - MỖI HŨ 300G,Thực phẩm,150000,130000,60,4.6,20000,13
Nho Khô Nhập Khẩu Cao Cấp Thương Hiệu SK FOOD - 1Kg 2 Hũ,Thực phẩm,180000,89000,21,4.6,91000,51
Bột ngũ cốc dinh dưỡng Calsome hương Sô cô la,Thực phẩm,60000,49000,110,4.8,11000,18
"Gạo Nhật hữu cơ cao cấp/ECOBA Sakura 1kg - Nấu cháo cho bé ăn dặm - Hạt tròn, cơm mềm dẻo ngọt - 100% Organic",Thực phẩm,105600,95000,45,4.8,10600,10
Gạo Lứt Huyết Rồng Hoa Sen - Hoa Sen Red Rice - Cơm mềm dễ ăn - Chế độ ăn kiêng và thực dưỡng - Túi 2kg,Thực phẩm,149000,120000,54,4.7,29000,19
Hạt hướng dương Chacheer vị Dừa-130g/gói ( Lốc 5 gói ),Thực phẩm,150000,119000,61,4.7,31000,21
Gạo Lức Phú Minh Tâm (2kg),Thực phẩm,46000,44000,195,4.7,2000,4
Túi Hạt Chia Hữu Cơ Úc Absolute Organic (400g),Thực phẩm,325000,160000,58,4.7,165000,51
Bánh Gạo Tokpokki Hàn Quốc Vị Phô Mai Kèm Sốt Nấu O'Food (Gói 140g),Thực phẩm,50000,36000,21,4.5,14000,28
"Gạo lứt sấy ăn liền GUfoods  - Ăn kiêng, thực dưỡng, eat clean",Thực phẩm,33000,15900,35,4.7,17100,52
Hộp 6 Hũ Nước Yến Sào Sanest Có Đường (70ml / hũ),Thực phẩm,250000,225000,67,4.8,25000,10
"Hạt Chia Trắng DK Harvest (Nhập Khẩu Úc) - 300g, 500g - giàu acid béo omega-3, chất xơ, protein và chất chống oxy hoá",Thực phẩm,99000,79000,95,4.7,20000,20
Khô gà lá chanh chất lượng Tân Lộc Phát (Hũ 500G),Thực phẩm,150000,65000,336,4.5,85000,57
Trân châu caramel Déli 1kg,Thực phẩm,42000,35000,15,4.5,7000,17
Táo Đỏ Khô Cao Cấp Smile Nuts Hộp 500g,Thực phẩm,239000,75000,157,4.5,164000,69
1KG - COMBO 2 HŨ THỊT KHÔ BÒ DẠNG SỢI TÂN LỘC PHÁT - DÙNG TRỘN GỎI,Thực phẩm,200000,160000,112,3.9,40000,20
"Yến Mạch Ăn Liền Woolworths Oats Rolled - Phù Hợp Ăn kiêng, Giúp Giảm Cân, Giảm Cholesterol Trong Máu, Kiểm Soát Đường Máu, Tăng Cường Miễn Dịch - Bịch 750gr",Thực phẩm,120000,38000,9,4.8,82000,68
1 KG HẠT ĐIỀU NGUYÊN RANG TỎI ỚT GIÒN NGON LOẠI 1,Thực phẩm,150000,75000,35,4,75000,50
Lốc 5 Mì Cay Truyền Thống Samyang (140g x 5) - Hàng Nhập Khẩu,Thực phẩm,105000,88000,14,5,17000,16
Rong Biển Ăn Liền Choice L 5G (12 Gói),Thực phẩm,159000,87000,25,4.8,72000,45
Khô heo cháy tỏi loại 1 ( Giòn ngon - đậm vị ) thương hiệu Nàng Khô - 1 kí,Thực phẩm,300000,155000,117,4.2,145000,48
Khô Gà Bơ Tỏi Thơm Mùi Tỏi TETE 500gram,Thực phẩm,150000,68000,140,4.3,82000,55
Lốc 5 Gói Mì Cay Hàn Quốc Shin Ramyun Nongshim (120g / Gói),Thực phẩm,150000,89000,64,4.6,61000,41
Hạt đậu hà lan rang tỏi ớt loại 1 (Giòn ngon - đậm vị) thương hiệu Nàng Khô 500g,Thực phẩm,100000,42000,51,4.7,58000,58
Combo 2 Túi Táo Đỏ Khô Tân Cương Smile Nuts 500g,Thực phẩm,455000,145000,141,4.5,310000,68
Nam việt quất sấy DK HARVEST nhập khẩu Canada 200g,Thực phẩm,130000,109000,106,4.8,21000,16
"Hạt Diêm Mạch DK Harvest - Quinoa 300g, 500g, 1kg",Thực phẩm,180000,75000,121,4.7,105000,58
500G BÁNH GẠO TOPOKKI HÀN QUỐC,Thực phẩm,55000,55000,66,4.5,0,0
Khoai lang sấy mật ong (hàng loại 1 nguyên miếng) thương hiệu Nàng Khô - 1 kí ( 2 hũ ),Thực phẩm,200000,95000,55,4.6,105000,53
"Nhân Hạt Điều Rang DK Harvest - 250g, 500g",Thực phẩm,189000,109000,99,4.6,80000,42
Túi Nho Khô 3 Màu REAL FOOD STORE (Nhiều lựa chọn),Thực phẩm,59000,37000,256,4.5,22000,37
Đường Phèn Quảng Ngãi 3T FOOD- Hạt vừa,Thực phẩm,80000,65000,85,4.7,15000,19
Chà Là khô nguyên cành Deglet Nour Tunisia hộp 500g,Thực phẩm,210000,149000,108,4.6,61000,29
Mứt Chocolate Hạt Dẻ Nutella Spread 350gr,Thực phẩm,169000,129000,71,4.8,40000,24
"Nhân Óc Chó Đỏ DK HARVEST - Là loại hạt siêu dinh dưỡng, Có Omega 7,Giá trị dinh dưỡng cao gấp 3,3 lần so với loại óc chó thường",Thực phẩm,169000,139000,93,4.6,30000,18
Bơ Đậu Phộng Mịn Golden Farm (510g),Thực phẩm,86600,82800,121,4.7,3800,4
Bột cacao nguyên chất 100% Việt Nam - Dòng Origin thượng hạng túi giấy 500g - Heyday Cacao,Thực phẩm,176000,176000,153,4.5,0,0
"Hạt Hạnh Nhân Tách Vỏ Nướng Mộc Smile Nuts Hộp Giấy 500g - Hạnh nhân nhập khẩu từ Mỹ, nướng mộc giòn rụm, thơm ngon",Thực phẩm,225000,179000,114,4.6,46000,20
10 hũ nước Yến Sào Sanest Có Đường (70ml),Thực phẩm,390000,349000,50,4.7,41000,11
"Gạo Lứt VietGAP Vinh Hiển - túi 2KG - dẻo mềm, thơm ngon, đạt chuẩn VietGAP",Thực phẩm,42000,41000,57,4.5,1000,2
Yến Mạch Quaker Oats Quick - 1 Minute 4.52kg ( Dạng Hạt Cán Vỡ ),Thực phẩm,250000,161000,109,4.7,89000,36
"Hạt Bí Sống Dùng Làm Sữa DK Harvest nhập khẩu - Túi 500g, 1000g",Thực phẩm,179000,137000,56,4.8,42000,23
